Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2009-03-21,Dartmoor,7.9,34.6,0.0,3.6,7.5,NW,57.0,,NNW,0.0,31.0,93.0,22.0,1010.1,1006.4,,,12.2,34.3,No,No
2013-08-19,Ballarat,-0.1,7.6,0.8,,,SW,57.0,WNW,W,28.0,30.0,81.0,76.0,1010.4,1011.2,8.0,8.0,4.7,5.9,No,Yes
2016-06-23,Mildura,7.0,17.3,0.0,3.3,7.2,WNW,54.0,NNW,NW,17.0,31.0,81.0,46.0,1008.7,1002.9,7.0,7.0,9.6,16.5,No,Yes
2012-11-16,Walpole,11.4,20.3,0.0,,,SE,33.0,SE,SSE,7.0,17.0,66.0,71.0,1020.5,1019.0,,,18.9,19.2,No,No
2012-08-02,AliceSprings,-2.8,23.5,0.0,5.6,10.3,N,28.0,NNW,W,7.0,9.0,21.0,9.0,1022.5,1017.5,0.0,0.0,10.7,22.3,No,No
2011-06-07,SalmonGums,1.2,16.5,0.2,,,SE,43.0,SE,ESE,22.0,28.0,72.0,50.0,,,,,11.8,14.9,No,No
2016-09-08,Nuriootpa,12.2,17.0,0.6,6.5,0.5,W,41.0,NNE,NNE,15.0,19.0,62.0,81.0,1015.6,1011.5,7.0,,16.2,16.5,No,Yes
2012-04-07,Townsville,20.6,31.0,0.0,5.6,11.3,ENE,35.0,SSE,ENE,17.0,30.0,60.0,57.0,1016.4,1013.0,1.0,2.0,26.8,28.9,No,No
2011-12-24,GoldCoast,20.7,27.0,9.0,,,SSE,54.0,SE,SE,41.0,39.0,85.0,71.0,1009.4,1008.1,,,23.5,26.3,Yes,No
2013-10-25,Albany,15.7,20.0,0.0,8.2,,,,E,ESE,30.0,26.0,73.0,79.0,1017.3,1015.5,7.0,5.0,17.8,18.6,No,No
2008-07-15,Darwin,21.4,33.1,0.0,4.0,11.0,ESE,41.0,SE,NNW,9.0,20.0,64.0,45.0,1014.9,1010.5,1.0,1.0,26.5,30.2,No,No
2015-12-11,Brisbane,20.0,32.5,0.6,7.8,9.4,NNE,33.0,NNE,NE,4.0,11.0,60.0,67.0,1012.4,1007.0,1.0,5.0,28.9,28.3,No,No
2010-10-23,WaggaWagga,13.6,19.8,0.0,4.4,0.4,WSW,33.0,NW,N,7.0,7.0,78.0,89.0,1017.2,1016.8,7.0,7.0,17.9,15.7,No,Yes
2010-01-17,Perth,20.9,42.9,0.0,15.8,13.2,NE,39.0,ENE,ENE,19.0,7.0,23.0,11.0,1014.6,1010.9,0.0,0.0,29.9,42.2,No,No
2012-09-05,Townsville,15.4,27.2,0.0,7.2,10.5,ENE,43.0,E,ENE,20.0,30.0,50.0,51.0,1020.6,1016.8,1.0,2.0,23.5,25.1,No,No
2015-08-03,Newcastle,10.8,,0.0,,,,,NW,,19.0,,65.0,,,,1.0,,12.0,,No,No
2015-07-18,Richmond,1.4,15.7,0.0,,,SSE,35.0,WSW,S,13.0,17.0,64.0,53.0,1026.1,1027.0,,8.0,10.7,14.0,No,No
2015-10-21,MelbourneAirport,16.4,18.2,2.6,7.8,0.1,S,48.0,WSW,S,9.0,26.0,86.0,92.0,1012.7,1014.4,7.0,7.0,17.2,14.3,Yes,Yes
2010-02-02,NorfolkIsland,19.8,26.4,0.0,9.6,10.0,E,54.0,ESE,SSE,20.0,22.0,73.0,73.0,1008.8,1007.0,5.0,5.0,23.5,24.4,No,Yes
2011-09-14,SydneyAirport,10.1,27.2,0.0,5.2,10.9,SSW,54.0,WNW,WSW,9.0,28.0,31.0,12.0,1022.5,1016.9,1.0,1.0,18.6,25.8,No,No
2009-02-25,BadgerysCreek,19.5,28.5,0.2,,,ESE,35.0,,E,0.0,22.0,84.0,59.0,1016.9,1013.9,,,21.1,27.9,No,No
2016-04-29,Darwin,26.8,33.5,0.0,6.2,8.8,NNE,31.0,SE,NNW,9.0,13.0,75.0,56.0,1012.5,1009.3,2.0,2.0,29.6,32.3,No,No
2009-05-31,Townsville,17.8,27.6,0.0,6.0,5.7,ESE,48.0,SE,ESE,13.0,30.0,66.0,52.0,1020.5,1017.1,7.0,3.0,23.8,27.0,No,No
2009-11-03,Perth,11.4,31.1,0.0,9.4,12.7,ENE,37.0,E,ENE,17.0,9.0,38.0,17.0,1022.7,1018.3,1.0,1.0,20.0,30.2,No,No
2015-12-04,WaggaWagga,14.9,31.4,0.0,8.8,13.8,E,33.0,NE,ESE,22.0,9.0,42.0,22.0,1024.5,1019.8,0.0,1.0,21.0,29.5,No,No
2016-02-06,Richmond,17.6,26.7,0.0,,,SSE,39.0,SSE,SW,9.0,13.0,85.0,72.0,1018.8,1016.2,8.0,8.0,18.5,24.3,No,No
2012-03-19,Perth,16.4,29.3,0.0,8.0,11.0,SSW,44.0,SSE,SW,13.0,22.0,59.0,54.0,1006.1,1006.0,0.0,1.0,24.3,27.4,No,No
2009-04-24,Albany,14.0,19.3,2.8,2.4,6.9,,,W,WSW,6.0,30.0,81.0,61.0,1021.4,1018.7,7.0,3.0,16.6,19.0,Yes,Yes
2011-08-22,Witchcliffe,12.6,16.4,31.8,,,WNW,52.0,W,WNW,22.0,17.0,63.0,54.0,1016.1,1019.8,,,14.1,15.4,Yes,No
2009-01-18,Penrith,12.9,29.3,0.0,,,ENE,35.0,NNE,ENE,4.0,9.0,56.0,30.0,,,,,19.5,28.3,No,No
2015-11-17,PearceRAAF,11.5,29.0,0.0,,9.0,W,70.0,WNW,WNW,24.0,31.0,61.0,52.0,1006.3,1008.7,3.0,8.0,25.1,25.9,No,No
2016-06-10,Richmond,9.0,21.2,0.0,3.6,,WNW,41.0,WSW,NW,2.0,26.0,70.0,46.0,1017.8,1017.3,,,14.6,19.7,No,No
2010-05-26,MountGambier,7.7,17.1,0.4,0.6,5.3,SE,20.0,,SE,0.0,13.0,100.0,79.0,1012.8,1012.6,4.0,4.0,12.6,16.0,No,No
2017-03-22,Katherine,24.1,34.5,61.4,,,N,31.0,WNW,ENE,2.0,7.0,87.0,,1010.4,1006.3,6.0,,27.0,,Yes,No
2010-10-02,SalmonGums,11.0,27.1,1.8,,,,,,,,,92.0,38.0,,,,,14.9,24.5,Yes,No
2015-12-29,Sale,8.1,26.6,0.0,,,SE,37.0,WNW,SE,11.0,26.0,67.0,53.0,1023.7,1021.0,,,17.1,23.4,No,No
2008-08-14,Perth,3.3,21.3,0.0,3.4,10.0,NE,33.0,NE,ENE,13.0,13.0,49.0,25.0,1030.1,1026.4,0.0,1.0,13.3,20.3,No,No
2009-03-13,MountGambier,15.8,29.5,0.0,4.0,8.7,WNW,33.0,SSW,N,7.0,9.0,91.0,28.0,1015.9,1013.1,7.0,,16.9,28.9,No,Yes
2014-09-04,Albany,8.6,17.0,0.0,3.2,5.1,,,SSE,SSW,6.0,19.0,66.0,75.0,1023.8,1020.7,7.0,7.0,13.0,15.1,No,No
2015-10-25,WaggaWagga,9.8,30.0,0.0,6.0,11.1,ENE,26.0,ENE,W,15.0,9.0,54.0,17.0,1020.2,1016.0,1.0,5.0,18.2,29.8,No,No
2009-06-14,Williamtown,3.8,19.1,0.0,0.8,3.0,NNW,24.0,E,NNE,4.0,7.0,86.0,56.0,1015.0,1011.6,6.0,6.0,9.8,16.6,No,No
2017-03-15,Portland,15.9,33.1,0.0,,,N,50.0,N,N,9.0,26.0,66.0,31.0,1013.9,1009.0,,,21.0,31.1,No,No
2016-06-09,Dartmoor,10.3,14.3,6.4,,,SW,41.0,NW,SW,13.0,20.0,95.0,83.0,1000.9,1007.4,,,10.9,13.0,Yes,Yes
2013-04-30,Cobar,16.3,30.5,0.0,5.8,,E,28.0,ESE,WSW,17.0,13.0,39.0,13.0,1023.3,1019.0,6.0,1.0,21.6,29.7,No,No
2012-02-28,Mildura,20.9,23.8,33.4,8.4,0.0,SSE,30.0,S,S,11.0,17.0,94.0,80.0,1011.9,1011.6,8.0,8.0,22.7,23.6,Yes,Yes
2015-02-19,Moree,20.9,35.5,0.0,12.2,,ENE,50.0,E,ENE,24.0,19.0,50.0,29.0,1016.5,1011.7,3.0,5.0,25.4,33.6,No,
2010-08-14,Wollongong,9.7,19.6,0.0,,,,,NNW,N,22.0,20.0,69.0,50.0,1014.4,1008.4,,,14.6,18.9,No,
2012-11-08,Melbourne,12.3,23.0,1.6,3.4,10.1,SSE,37.0,SSE,SE,9.0,22.0,78.0,41.0,1011.8,1011.3,6.0,4.0,16.1,22.1,Yes,No
2011-06-05,Hobart,8.6,16.2,2.4,2.4,5.8,NW,87.0,N,NW,22.0,28.0,54.0,42.0,999.4,992.7,,,13.1,15.3,Yes,Yes
2015-02-08,Portland,15.7,20.6,0.0,10.2,6.9,SSE,33.0,S,S,15.0,19.0,77.0,65.0,1022.2,1024.5,8.0,8.0,16.4,19.3,No,No
2016-12-02,Bendigo,9.1,25.7,0.0,,,WSW,37.0,SW,S,13.0,9.0,56.0,30.0,1010.2,1010.9,,,17.3,24.9,No,No
2017-03-02,Canberra,14.1,26.9,0.0,,,ENE,35.0,SSE,ENE,11.0,20.0,62.0,72.0,1018.9,1016.2,,,21.6,21.2,No,Yes
2014-05-07,AliceSprings,7.3,23.3,0.0,4.0,10.6,ESE,33.0,ESE,SE,11.0,19.0,52.0,29.0,1022.0,1018.1,1.0,1.0,15.7,22.4,No,No
2012-07-26,Sydney,10.0,19.5,0.0,3.8,3.9,NNW,31.0,N,NE,13.0,7.0,57.0,48.0,1015.4,1011.3,6.0,7.0,14.7,17.8,No,No
2016-06-09,PearceRAAF,6.7,16.6,0.0,,3.2,NNW,24.0,N,NW,11.0,11.0,76.0,60.0,1028.2,1025.9,8.0,8.0,10.1,15.7,No,No
2009-03-19,Wollongong,17.8,24.6,0.0,,,N,33.0,NE,NNW,9.0,11.0,75.0,78.0,1015.7,1013.5,,,21.4,23.0,No,No
2015-12-09,Bendigo,15.0,29.1,0.0,,,W,44.0,WSW,WNW,11.0,20.0,56.0,26.0,1014.4,1012.8,,,18.9,27.5,No,No
2012-02-10,Cairns,24.5,32.7,0.0,8.4,9.8,NE,31.0,SSE,ENE,13.0,20.0,65.0,67.0,1009.3,1007.1,3.0,3.0,29.3,30.9,No,No
2009-07-29,Cobar,5.3,15.1,0.0,2.2,2.9,SSW,24.0,W,SW,4.0,11.0,72.0,56.0,1028.4,1027.0,1.0,7.0,11.6,14.6,No,No
2015-01-02,Ballarat,11.6,38.2,0.0,,,N,59.0,N,NNW,26.0,35.0,29.0,9.0,1014.0,1011.3,2.0,,25.1,36.7,No,No
2015-03-07,Ballarat,11.0,21.9,1.0,,,SW,35.0,W,W,20.0,22.0,99.0,56.0,1012.6,1011.3,8.0,8.0,12.2,19.8,No,No
2009-11-13,WaggaWagga,18.1,33.5,0.0,13.2,13.1,NE,39.0,ENE,NE,20.0,13.0,36.0,21.0,1016.5,1013.6,0.0,1.0,25.3,31.9,No,No
2017-01-08,Darwin,28.1,32.7,0.0,8.0,6.2,WSW,37.0,WSW,W,17.0,24.0,77.0,63.0,1004.5,1002.2,7.0,7.0,30.0,32.1,No,No
2016-12-18,SydneyAirport,17.1,21.9,0.2,10.0,0.7,S,61.0,SSE,SSE,24.0,28.0,63.0,53.0,1019.0,1020.1,8.0,8.0,19.0,19.8,No,No
2011-07-25,Townsville,9.6,24.5,0.0,5.8,10.3,NE,35.0,SE,NE,6.0,28.0,61.0,49.0,1020.6,1017.0,1.0,1.0,19.4,22.9,No,No
2013-06-22,Witchcliffe,7.5,19.3,0.0,,,NNW,41.0,N,NW,19.0,15.0,72.0,83.0,1015.7,1013.6,,,14.0,17.3,No,Yes
2012-03-11,Newcastle,16.7,25.2,0.0,,,,,SSW,SE,4.0,6.0,73.0,59.0,,,1.0,1.0,21.1,24.8,No,No
2014-03-02,Walpole,16.2,25.0,0.0,,,SSW,35.0,S,SSE,11.0,13.0,80.0,70.0,1017.3,1016.1,,,20.5,22.0,No,No
2015-11-23,NorfolkIsland,19.0,24.8,0.0,5.6,9.9,WNW,28.0,NNW,W,11.0,17.0,68.0,54.0,1019.0,1017.4,4.0,1.0,22.5,24.0,No,No
2017-05-24,Witchcliffe,12.8,18.9,6.4,,,WNW,39.0,W,WSW,7.0,9.0,71.0,80.0,1021.3,1019.9,,,15.7,17.3,Yes,Yes
2015-08-06,MountGinini,-5.8,-1.5,3.6,,,SW,41.0,SW,SW,17.0,24.0,99.0,99.0,,,,,-3.6,-2.2,Yes,No
2011-03-09,Albany,11.8,23.0,0.0,4.8,11.6,,,SW,SE,2.0,28.0,81.0,73.0,1018.3,1015.8,2.0,0.0,17.1,21.4,No,No
2013-06-24,CoffsHarbour,7.3,18.5,0.0,2.0,8.1,SW,28.0,SW,E,11.0,9.0,67.0,68.0,1021.6,1017.4,2.0,5.0,15.2,16.2,No,No
2014-12-12,Perth,18.7,24.7,0.0,11.8,11.1,SSW,50.0,SW,SW,20.0,28.0,66.0,57.0,1013.0,1013.2,6.0,0.0,22.7,23.0,No,No
2012-08-23,Dartmoor,7.5,10.7,2.0,2.4,1.4,NW,43.0,N,NW,17.0,15.0,91.0,96.0,997.2,997.9,,,10.4,8.8,Yes,Yes
2015-06-17,SydneyAirport,14.5,18.3,9.4,0.6,0.0,WNW,28.0,NNW,NW,15.0,13.0,87.0,89.0,1012.1,1009.0,8.0,8.0,16.7,17.2,Yes,Yes
2014-12-05,Bendigo,16.7,30.0,0.0,,,SSE,46.0,SSE,WSW,13.0,13.0,66.0,34.0,1007.1,1003.8,,8.0,21.5,27.8,No,No
2012-10-15,PerthAirport,11.9,21.0,1.4,3.6,8.9,W,37.0,N,W,2.0,26.0,76.0,52.0,1022.0,1021.0,7.0,5.0,16.6,20.4,Yes,No
2017-06-17,Newcastle,12.6,18.8,0.0,,,,,N,,9.0,,92.0,,,,8.0,,14.5,,No,Yes
2009-07-16,Canberra,-1.6,10.5,0.0,0.6,2.2,S,43.0,SSW,S,6.0,19.0,96.0,55.0,1014.7,1013.7,6.0,7.0,0.5,9.8,No,No
2014-12-27,WaggaWagga,10.1,28.2,0.0,10.0,9.2,ENE,41.0,ENE,NE,24.0,9.0,50.0,22.0,1018.6,1016.1,5.0,4.0,19.3,26.8,No,No
2014-11-07,Wollongong,12.5,20.8,0.0,,,E,17.0,ESE,E,7.0,13.0,75.0,69.0,1019.6,1019.8,,4.0,17.8,20.0,No,No
2015-01-27,BadgerysCreek,16.4,19.2,9.6,,,ESE,22.0,SW,SSE,9.0,13.0,99.0,98.0,1013.2,1012.4,,,17.8,18.5,Yes,Yes
2016-01-24,Ballarat,12.5,22.1,0.0,,,S,43.0,S,S,24.0,24.0,98.0,64.0,1014.5,1014.1,8.0,8.0,14.3,19.1,No,No
2013-12-04,BadgerysCreek,13.1,35.5,0.0,,,N,26.0,,NW,0.0,4.0,72.0,31.0,1006.3,999.8,,,21.1,32.1,No,Yes
2009-04-24,Bendigo,13.4,16.1,2.6,4.4,,NNE,41.0,N,N,24.0,15.0,90.0,96.0,1004.1,999.1,8.0,8.0,14.4,15.0,Yes,Yes
2015-11-01,Hobart,13.8,28.8,0.6,4.2,8.9,ESE,43.0,NNE,SW,11.0,19.0,65.0,47.0,1004.2,997.5,1.0,6.0,20.3,25.8,No,No
2011-07-03,Moree,5.4,20.0,0.0,2.2,5.1,NNE,35.0,NE,N,17.0,13.0,78.0,40.0,1023.9,1020.1,6.0,5.0,10.4,19.7,No,No
2013-11-03,MelbourneAirport,11.2,16.4,0.4,6.8,9.0,SW,61.0,SW,SSW,35.0,35.0,54.0,78.0,1017.5,1021.2,7.0,7.0,13.0,12.4,No,Yes
2013-01-05,Nuriootpa,17.9,32.2,0.0,17.8,13.1,SSE,41.0,SE,SE,22.0,13.0,39.0,22.0,1013.6,1014.5,1.0,1.0,22.3,31.1,No,No
2017-01-01,Mildura,17.0,29.3,0.0,7.2,11.2,SSW,46.0,SSW,SW,17.0,20.0,63.0,37.0,1009.5,1008.6,6.0,4.0,19.5,26.6,No,No
2015-03-26,Launceston,9.0,15.5,18.8,,,NNW,43.0,N,NNW,6.0,26.0,86.0,80.0,,,8.0,8.0,11.4,12.7,Yes,Yes
2013-06-30,Katherine,16.0,29.2,0.0,7.2,,SE,48.0,SE,SE,24.0,24.0,35.0,28.0,1019.9,1015.2,1.0,0.0,21.2,29.0,No,No
2008-05-30,Sydney,10.9,21.0,0.2,1.4,5.6,,,W,E,19.0,7.0,87.0,58.0,1032.0,1028.7,1.0,2.0,12.7,19.6,No,No
2015-02-13,Townsville,25.9,34.0,0.0,11.2,6.7,E,54.0,SE,E,26.0,31.0,61.0,50.0,1011.8,1008.4,5.0,7.0,28.8,32.4,No,No
2014-03-22,Nuriootpa,7.8,19.6,0.0,5.6,10.9,SE,43.0,E,E,20.0,13.0,66.0,32.0,1022.8,1019.2,3.0,2.0,11.2,18.7,No,No
2009-11-07,Launceston,8.5,25.7,0.0,,,NW,35.0,E,NW,11.0,15.0,62.0,32.0,1029.5,1027.5,,,16.0,25.2,No,No
2009-03-13,Penrith,18.0,26.7,0.0,,,WNW,24.0,S,E,4.0,4.0,91.0,69.0,,,,,19.9,25.0,No,Yes
2014-03-29,Sydney,18.7,25.7,0.8,3.6,5.6,SSE,41.0,W,SSE,15.0,24.0,80.0,59.0,1015.3,1015.0,6.0,7.0,20.6,24.4,No,No
2016-03-24,Witchcliffe,13.4,23.8,0.0,,,SE,48.0,ESE,SE,22.0,26.0,64.0,62.0,1026.0,1023.9,,,18.5,21.0,No,No
2013-10-18,Canberra,-3.4,20.5,0.0,,,W,41.0,S,WNW,7.0,20.0,47.0,14.0,1026.2,1023.6,,,9.2,19.7,No,No
2013-09-27,Cairns,16.3,29.2,0.0,6.4,10.3,NNE,30.0,E,NE,7.0,17.0,61.0,57.0,1016.4,1012.9,1.0,1.0,26.2,27.6,No,No
2015-11-21,Moree,22.3,37.7,0.0,,13.0,WNW,46.0,NNE,W,20.0,24.0,30.0,17.0,1013.6,1010.5,,,29.4,36.5,No,No
2015-01-21,MelbourneAirport,17.8,33.7,0.0,6.6,11.1,N,52.0,NNE,NNW,24.0,17.0,46.0,22.0,1008.4,1007.9,4.0,6.0,25.4,32.8,No,No
2012-07-05,Walpole,8.9,19.6,0.0,,,NNW,35.0,N,NNW,11.0,13.0,45.0,38.0,1022.1,1018.5,,,13.0,19.4,No,No
2015-09-08,Cobar,2.4,17.6,0.0,4.2,,WSW,39.0,WSW,SW,11.0,22.0,51.0,42.0,1025.1,1021.9,1.0,7.0,11.4,16.3,No,No
2011-08-30,Brisbane,15.9,22.5,0.0,3.6,2.8,NE,28.0,W,ENE,2.0,7.0,76.0,62.0,1020.8,1017.0,7.0,7.0,17.8,21.2,No,Yes
2011-05-23,CoffsHarbour,16.1,18.8,0.6,1.4,0.0,NW,43.0,S,NW,13.0,19.0,91.0,80.0,1013.5,1006.9,8.0,7.0,16.8,17.9,No,Yes
2011-03-09,Williamtown,17.1,29.3,0.0,12.6,,NNE,26.0,NNE,NE,2.0,6.0,81.0,53.0,1016.1,1014.0,7.0,7.0,20.8,27.4,No,No
2014-04-16,Wollongong,15.0,21.4,10.4,,,SSW,43.0,SW,S,26.0,30.0,68.0,64.0,,1018.0,2.0,,17.8,20.2,Yes,No
2012-03-31,Darwin,25.4,32.5,0.0,3.8,10.2,WNW,28.0,NNE,NW,9.0,17.0,70.0,61.0,1013.7,1009.5,2.0,1.0,29.4,31.3,No,No
2016-11-07,Hobart,10.8,17.9,0.2,3.6,4.1,NNW,72.0,NNW,NNW,43.0,22.0,45.0,46.0,994.0,994.1,8.0,8.0,14.2,16.8,No,No
2012-09-04,CoffsHarbour,5.4,23.7,0.0,3.0,10.7,NNE,39.0,NNE,NE,11.0,28.0,48.0,65.0,1024.3,1020.6,0.0,1.0,17.6,19.8,No,No
2014-01-31,Bendigo,19.4,40.6,0.0,9.8,,SSE,43.0,SSE,WNW,13.0,20.0,43.0,17.0,1011.2,1009.0,,,27.0,39.8,No,No
2010-02-02,Tuggeranong,14.0,27.6,0.0,,,,,ESE,ENE,17.0,24.0,59.0,31.0,1017.7,1015.1,,,20.7,26.4,No,
2011-06-06,SalmonGums,-1.5,16.8,0.0,,,SE,39.0,SSW,SSE,15.0,26.0,86.0,69.0,,,,,11.2,13.3,No,No
2017-03-22,PerthAirport,15.8,24.7,4.8,2.6,7.4,NE,54.0,NW,NW,30.0,30.0,72.0,62.0,1007.9,1008.0,5.0,5.0,20.4,22.6,Yes,No
2017-04-25,Moree,17.5,29.2,0.0,,,WSW,78.0,NNE,N,30.0,24.0,63.0,35.0,1018.1,1011.1,1.0,7.0,21.0,28.1,No,Yes
2011-05-19,Portland,8.1,17.6,0.0,1.6,1.1,N,41.0,N,N,20.0,15.0,52.0,53.0,1025.5,1024.0,7.0,8.0,13.5,16.0,No,No
2016-04-18,Richmond,13.6,24.7,0.0,7.6,,SSE,31.0,SSW,S,11.0,17.0,80.0,76.0,1022.2,1018.9,6.0,4.0,19.2,20.2,No,No
2015-01-06,NorahHead,21.4,27.4,1.8,,,NE,19.0,S,ENE,11.0,9.0,84.0,75.0,1020.6,1019.8,,,25.0,26.7,Yes,No
2009-11-01,Canberra,11.5,32.2,0.0,5.6,,,,,,,,72.0,34.0,,,,,19.5,30.8,No,No
2013-08-05,Canberra,4.6,12.7,0.0,,,NW,44.0,NNW,NW,26.0,30.0,80.0,68.0,1018.1,1015.4,7.0,8.0,7.2,11.6,No,No
2014-06-27,Perth,5.5,17.8,2.6,1.8,9.0,SW,30.0,,S,0.0,17.0,94.0,50.0,1027.9,1027.1,1.0,1.0,11.1,17.2,Yes,No
2010-09-08,GoldCoast,15.2,22.9,0.0,,,SSE,41.0,SSE,SSE,28.0,33.0,61.0,63.0,1024.4,1021.4,,,21.3,21.1,No,No
2016-10-27,Ballarat,5.9,14.3,0.2,,,SSE,43.0,S,S,26.0,17.0,96.0,53.0,1020.4,1019.7,3.0,1.0,8.1,13.5,No,No
2014-09-30,GoldCoast,15.2,25.5,0.0,,,NNE,46.0,NNW,NNE,19.0,37.0,55.0,66.0,1020.7,1016.8,,,22.0,22.9,No,No
2013-10-21,MountGinini,10.5,22.0,0.0,,,N,48.0,NW,WNW,22.0,19.0,54.0,43.0,,,,,13.7,19.2,No,No
2011-07-10,Penrith,0.5,16.4,0.2,,,WNW,48.0,W,NW,13.0,17.0,45.0,35.0,,,,,12.1,15.8,No,No
2009-12-04,Bendigo,5.5,25.0,0.0,9.2,,WSW,43.0,S,W,17.0,19.0,47.0,11.0,1019.7,1016.9,3.0,3.0,14.8,24.1,No,No
2015-06-03,Brisbane,7.0,19.7,0.0,3.0,6.0,SSW,15.0,SW,SW,6.0,6.0,63.0,45.0,1022.9,1019.2,7.0,7.0,12.7,18.6,No,No
2013-09-03,MountGinini,6.4,15.7,0.0,,,NNE,26.0,SW,NNE,6.0,9.0,56.0,55.0,,,,,10.9,13.4,No,No
2010-02-09,Hobart,16.2,26.1,0.0,4.8,7.2,ESE,31.0,ENE,SE,9.0,19.0,80.0,54.0,1021.4,1019.6,6.0,1.0,18.3,25.6,No,No
2009-07-10,Woomera,10.0,22.4,0.0,5.4,2.9,N,59.0,NNE,N,31.0,41.0,50.0,20.0,1017.3,1011.0,7.0,7.0,13.5,21.2,No,Yes
2016-07-21,MountGinini,2.6,7.4,0.0,,,W,43.0,N,W,9.0,19.0,98.0,98.0,,,,,4.1,4.9,No,Yes
2013-01-22,Darwin,27.9,33.1,1.4,7.4,9.8,W,54.0,W,WSW,30.0,37.0,74.0,61.0,1008.2,1005.9,7.0,6.0,30.3,32.4,Yes,No
2009-03-03,CoffsHarbour,20.7,27.3,36.6,5.8,5.2,SSW,24.0,W,SSE,11.0,17.0,95.0,67.0,1017.9,1015.4,8.0,6.0,21.2,26.8,Yes,No
2015-12-17,Moree,16.0,29.6,39.0,,,NE,46.0,NE,NNE,17.0,19.0,71.0,47.0,1015.4,1013.0,3.0,4.0,22.0,26.8,Yes,
2014-10-07,Uluru,15.5,30.3,0.0,,,ESE,48.0,ESE,E,31.0,26.0,28.0,16.0,1018.1,1014.4,,,21.4,28.8,No,No
2012-06-02,Ballarat,1.2,13.3,0.2,,,S,39.0,SSE,SW,7.0,15.0,98.0,62.0,1024.7,1021.5,5.0,7.0,3.7,13.2,No,Yes
2009-03-27,Launceston,5.6,20.3,0.0,4.6,,WNW,31.0,,NNW,0.0,19.0,84.0,44.0,1023.4,1021.0,,,9.3,19.0,No,No
2011-07-15,Penrith,4.1,15.6,0.0,,,SE,28.0,N,ESE,7.0,11.0,78.0,62.0,,,,,6.7,14.0,No,Yes
2009-04-14,Walpole,16.6,20.0,0.0,,,SSE,39.0,SSE,SSE,17.0,20.0,74.0,62.0,1019.3,1019.2,,,16.7,18.0,No,No
2013-12-20,Nhil,19.4,40.1,0.0,,,S,65.0,N,SW,13.0,30.0,21.0,14.0,1010.1,1008.7,,,30.9,38.9,No,No
2015-06-19,NorfolkIsland,15.9,21.2,0.2,2.6,2.8,NNE,63.0,N,NNE,20.0,22.0,75.0,74.0,1020.4,1016.8,7.0,7.0,18.3,19.1,No,Yes
2011-09-17,Brisbane,11.2,31.6,0.0,5.6,11.0,NNE,17.0,SW,NNE,2.0,7.0,44.0,23.0,1019.8,1016.1,0.0,0.0,21.7,30.5,No,No
2009-05-25,Walpole,7.9,17.7,1.2,,,E,22.0,NE,ENE,6.0,13.0,85.0,60.0,1021.6,1019.3,,,12.1,17.1,Yes,No
2017-03-15,Walpole,13.6,19.0,12.2,,,SW,70.0,SSW,S,22.0,13.0,63.0,59.0,1017.9,1020.0,,,16.1,16.7,Yes,No
2013-03-06,Penrith,17.2,28.7,0.0,,,ENE,24.0,SSW,NNE,2.0,7.0,93.0,53.0,,,,,20.5,26.9,No,No
2013-05-23,WaggaWagga,7.3,18.4,1.4,0.8,7.6,ESE,30.0,SE,ESE,13.0,13.0,64.0,42.0,1015.8,1016.3,5.0,2.0,12.3,18.0,Yes,No
2009-01-17,Mildura,12.0,28.6,0.0,12.0,13.1,SSE,43.0,SE,SSE,17.0,20.0,45.0,15.0,1022.8,1019.5,1.0,3.0,15.5,25.7,No,No
2014-03-27,PerthAirport,16.6,29.6,0.0,4.2,10.3,S,39.0,SE,SW,9.0,24.0,57.0,48.0,1017.9,1015.4,1.0,1.0,23.7,27.8,No,No
2011-03-19,Williamtown,19.1,26.9,1.0,0.8,3.2,ESE,33.0,W,ESE,15.0,15.0,85.0,76.0,1013.7,1010.5,6.0,6.0,20.9,24.3,No,Yes
2016-02-08,PearceRAAF,20.2,43.1,0.0,,12.5,NE,43.0,NE,NE,20.0,13.0,16.0,10.0,1015.8,1012.0,0.0,,34.1,41.8,No,No
2015-05-03,Bendigo,4.4,21.5,0.0,,,SW,24.0,SSE,W,9.0,7.0,76.0,43.0,1020.0,1017.0,,,12.7,20.7,No,No
2017-04-23,Nuriootpa,13.4,22.9,0.0,2.6,3.7,ENE,28.0,E,NNE,11.0,13.0,67.0,56.0,1023.4,1020.3,7.0,,17.3,21.9,No,Yes
2013-03-04,GoldCoast,20.7,27.5,6.8,,,SE,59.0,SE,SE,33.0,43.0,79.0,80.0,1015.1,1013.3,,,24.1,24.5,Yes,Yes
2015-08-18,WaggaWagga,0.7,11.5,2.2,2.4,9.5,WNW,26.0,WNW,WSW,11.0,13.0,84.0,52.0,1022.5,1022.2,0.0,3.0,4.9,10.9,Yes,No
2010-06-04,Portland,3.4,14.9,0.4,0.4,8.2,WNW,24.0,N,W,11.0,11.0,96.0,62.0,1024.4,1021.7,1.0,5.0,9.2,14.5,No,Yes
